Week,Anger_max,Anger_med,Anger_avg,Anger_total,Anger_ratio,Sad_max,Sad_median,Sad_avg,Sad_total,Sad_ratio,Fear_max,Fear_med,Fear_avg,Fear_total,Fear_ratio,Joy_max,Joy_med,Joy_avg,Joy_total,Joy_ratio,Analy_max,Analy_med,Analy_avg,Analy_total,Analy_ratio,Confi_max,Confi_med,Confi_avg,Confi_total,Confi_ratio,Tenta_max,Tenta_med,Tenta_avg,Tenta_total,Tenta_ratio
2020-03-01,0.585208,0.5,0.585208,0.585208,0.125,0.576904,0.5,0.5526486666666667,1.657946,0.375,0.714274,0.5,0.6325645,1.265129,0.25,0.57711,0.5258285,0.5451211666666668,3.2707270000000004,0.75,0.717259,0.5495645,0.609236,3.6554159999999998,0.75,0.5,0.5,0.5,0.5,0.0,0.845147,0.7031385,0.7666942000000001,3.8334710000000003,0.625
2020-03-08,0.5,0.5,0.5,0.5,0.0,0.605159,0.556478,0.5563796999999999,5.563796999999999,0.9090909090909091,0.603693,0.5,0.603693,0.603693,0.09090909090909091,0.5978319999999999,0.523111,0.5609608333333334,3.365765,0.5454545454545454,0.863936,0.664354,0.6917314444444445,6.225583,0.8181818181818182,0.5,0.5,0.5,0.5,0.0,0.803822,0.5,0.6901109999999999,3.4505549999999996,0.45454545454545453
2020-03-15,0.5,0.5,0.5,0.5,0.0,0.595825,0.5407259999999999,0.5503973076923075,7.155164999999998,0.8125,0.519403,0.5,0.5161125,1.032225,0.125,0.626312,0.5,0.5448444285714286,3.813911,0.4375,0.9070239999999999,0.6910125,0.7053771999999997,10.580657999999996,0.9375,0.5,0.5,0.5,0.5,0.0,0.8233379999999999,0.5,0.7035218333333333,4.221131,0.375
2020-03-22,0.567915,0.5,0.567915,0.567915,0.034482758620689655,0.610111,0.5598479999999999,0.5607894,14.019734999999999,0.8620689655172413,0.5836899999999999,0.5,0.5714903333333333,1.714471,0.10344827586206896,0.605952,0.510133,0.5431208000000001,8.146812,0.5172413793103449,0.845152,0.6955210000000001,0.7167517826086957,16.485291,0.7931034482758621,0.5,0.5,0.5,0.5,0.0,0.716603,0.5,0.6296136250000001,5.0369090000000005,0.27586206896551724
2020-03-29,0.5,0.5,0.5,0.5,0.0,0.592478,0.533694,0.5495479583333335,13.189151000000003,0.7272727272727273,0.6149020000000001,0.5,0.57470825,2.298833,0.12121212121212122,0.621055,0.513586,0.5424912727272727,11.934808,0.6666666666666666,0.8375440000000001,0.663042,0.6845684642857144,19.167917000000003,0.8484848484848485,0.5,0.5,0.5,0.5,0.0,0.7138479999999999,0.5,0.6465584285714285,4.5259089999999995,0.21212121212121213
2020-04-05,0.511062,0.5,0.511062,0.511062,0.020833333333333332,0.643876,0.554233,0.5696069444444445,20.505850000000002,0.75,0.675958,0.5,0.6092911999999999,3.0464559999999996,0.10416666666666667,0.660148,0.511889,0.5515733103448276,15.995626000000001,0.6041666666666666,0.868239,0.5905579999999999,0.6654758529411763,22.626178999999993,0.7083333333333334,0.5,0.5,0.5,0.5,0.0,0.816398,0.5,0.6990766363636364,7.689843,0.22916666666666666
2020-04-12,0.5003380000000001,0.5,0.5003380000000001,0.5003380000000001,0.043478260869565216,0.617725,0.545084,0.5654936111111112,10.178885000000001,0.782608695652174,0.566628,0.5,0.566628,0.566628,0.043478260869565216,0.645139,0.513265,0.5611294615384615,7.294683,0.5652173913043478,0.848892,0.62412,0.6451034761904763,13.547173,0.9130434782608695,0.5,0.5,0.5,0.5,0.0,0.706616,0.5,0.6004088571428571,4.202862,0.30434782608695654
2020-04-19,0.686377,0.5,0.5935444999999999,1.1870889999999998,0.0625,0.639035,0.528061,0.5603630500000001,11.207261,0.625,0.664668,0.5,0.5702406666666666,3.4214439999999997,0.1875,0.64135,0.5042375,0.556708875,8.907342,0.5,0.8664299999999999,0.690466,0.7051247586206897,20.448618,0.90625,0.5,0.5,0.5,0.5,0.0,0.910438,0.5,0.6794243333333333,8.153092,0.375
2020-04-26,0.5,0.5,0.5,0.5,0.0,0.678955,0.562956,0.572791,14.892566000000002,0.8666666666666667,0.572004,0.5,0.5365667999999999,2.6828339999999997,0.16666666666666666,0.701447,0.5329275,0.5638015000000001,12.403633000000001,0.7333333333333333,0.876828,0.638987,0.6832747916666667,16.398595,0.8,0.5,0.5,0.5,0.5,0.0,0.8363889999999999,0.5,0.6998096666666668,4.198858,0.2
2020-05-03,0.588277,0.5,0.5713895,1.142779,0.08,0.69533,0.5407310000000001,0.573817,9.181072,0.64,0.581761,0.5,0.5586176666666667,1.675853,0.12,0.6005149999999999,0.514197,0.5421006428571429,7.589409,0.56,0.9220780000000001,0.693701,0.6904665833333333,16.571198,0.96,0.5,0.5,0.5,0.5,0.0,0.879281,0.510418,0.6790142142857143,9.506199,0.56
