Week,Anger_max,Anger_med,Anger_avg,Anger_total,Anger_ratio,Sad_max,Sad_median,Sad_avg,Sad_total,Sad_ratio,Fear_max,Fear_med,Fear_avg,Fear_total,Fear_ratio,Joy_max,Joy_med,Joy_avg,Joy_total,Joy_ratio,Analy_max,Analy_med,Analy_avg,Analy_total,Analy_ratio,Confi_max,Confi_med,Confi_avg,Confi_total,Confi_ratio,Tenta_max,Tenta_med,Tenta_avg,Tenta_total,Tenta_ratio
03.01-03.07,0.521634,0.5,0.513204,1.026408,0.05555555555555555,0.617865,0.536502,0.5546998461538459,14.422195999999994,0.7222222222222222,0.6201840000000001,0.5,0.5533783636363636,6.087162,0.3055555555555556,0.6212479999999999,0.5181385000000001,0.5547044,11.094088,0.5555555555555556,0.8123060000000001,0.6414690000000001,0.6500800909090909,21.452643,0.9166666666666666,0.5,0.5,0.5,0.5,0.0,0.814413,0.5677099999999999,0.6479875909090911,14.255727000000004,0.6111111111111112
03.08-03.14,0.615677,0.5,0.615677,0.615677,0.014084507042253521,0.640548,0.553755,0.5618184920634918,35.39456499999998,0.8873239436619719,0.709025,0.5,0.5682387931034483,16.478925,0.4084507042253521,0.64728,0.5111060000000001,0.5536075476190474,23.251516999999993,0.5915492957746479,0.852383,0.640803,0.6631525535714287,37.136543,0.7887323943661971,0.5,0.5,0.5,0.5,0.0,0.883775,0.597748,0.675739261904762,28.381049000000004,0.5915492957746479
03.15-03.21,0.620246,0.5,0.550969,2.754845,0.04065040650406504,0.6230399999999999,0.543608,0.5534488095238093,58.11212499999998,0.8536585365853658,0.640705,0.5,0.5709667941176472,19.412871000000003,0.2764227642276423,0.644686,0.5091,0.5475138194444444,39.420995,0.5853658536585366,0.875576,0.653305,0.68404869,68.404869,0.8130081300813008,0.5,0.5,0.5,0.5,0.0,0.8247030000000001,0.500464,0.6289094193548386,38.992383999999994,0.5040650406504065
03.22-03.28,0.600063,0.5,0.5643476666666666,1.6930429999999999,0.03,0.654452,0.5602425,0.5676378636363637,49.952132000000006,0.88,0.656254,0.5,0.5656677407407408,15.273029000000001,0.27,0.648526,0.510267,0.552450017857143,30.937201000000005,0.56,0.840016,0.6437095,0.6717651325301206,55.75650600000001,0.83,0.5,0.5,0.5,0.5,0.0,0.8917450000000001,0.5,0.630172847826087,28.987951000000002,0.46
03.29-04.04,0.635213,0.5,0.576387,1.152774,0.02857142857142857,0.707717,0.5491349999999999,0.5645015245901639,34.434593,0.8714285714285714,0.635135,0.5,0.5678713888888889,10.221685,0.2571428571428571,0.5911609999999999,0.513566,0.5400412250000001,21.601649000000002,0.5714285714285714,0.845633,0.6659945,0.6884855,39.932159,0.8285714285714286,0.5,0.5,0.5,0.5,0.0,0.8212659999999999,0.5,0.6730848064516128,20.865629,0.44285714285714284
04.05-04.11,0.658326,0.5,0.565262,3.391572,0.05357142857142857,0.646306,0.5550195,0.5656137252747254,51.470849000000015,0.8125,0.6832699999999999,0.5,0.5827815666666666,17.483446999999998,0.26785714285714285,0.7501909999999999,0.525308,0.5531429999999999,43.698297,0.7053571428571429,0.858009,0.6670085,0.6828651368421054,64.87218800000001,0.8482142857142857,0.5,0.5,0.5,0.5,0.0,0.879725,0.5,0.6656214318181819,29.287343000000003,0.39285714285714285
04.12-04.18,0.618222,0.5,0.5601151666666667,3.360691,0.0625,0.669076,0.5580704999999999,0.571029951219512,46.82445599999999,0.8541666666666666,0.654528,0.5,0.5597835333333332,16.793505999999997,0.3125,0.640656,0.523655,0.5512446290322581,34.177167000000004,0.6458333333333334,0.855292,0.69205,0.700568160493827,56.746020999999985,0.84375,0.5,0.5,0.5,0.5,0.0,0.853043,0.5,0.6439226250000002,25.756905000000007,0.4166666666666667
04.19-04.25,0.591022,0.5,0.5514595,2.205838,0.0425531914893617,0.705155,0.5557215,0.5688599240506332,44.93993400000002,0.8404255319148937,0.676767,0.5,0.5535423333333334,13.285016,0.2553191489361702,0.6196689999999999,0.5313289999999999,0.554605,35.49472,0.6808510638297872,0.9231950000000001,0.67763,0.688082421686747,57.11084100000001,0.8829787234042553,0.5,0.5,0.5,0.5,0.0,0.900151,0.5,0.6767109111111111,30.451991000000003,0.4787234042553192
04.26-05.02,0.526996,0.5,0.5226379999999999,1.0452759999999999,0.022988505747126436,0.672671,0.5639890000000001,0.5721913,45.775304,0.9195402298850575,0.629551,0.5,0.5691958571428571,11.953113,0.2413793103448276,0.6100369999999999,0.5130979999999999,0.5428837500000001,28.229955000000004,0.5977011494252874,0.8796809999999999,0.6607109999999999,0.6824042702702702,50.497916,0.8505747126436781,0.5,0.5,0.5,0.5,0.0,0.8605079999999999,0.514001,0.6603009130434782,30.373841999999996,0.5287356321839081
05.03-05.09,0.608727,0.5,0.5808656666666666,3.485194,0.07407407407407407,0.681959,0.5578960000000001,0.5646635915492958,40.091115,0.8765432098765432,0.627115,0.5,0.5576320869565218,12.825538000000002,0.2839506172839506,0.653223,0.51725,0.5495763200000001,27.478816000000005,0.6172839506172839,0.919976,0.641009,0.677385552238806,45.384832,0.8271604938271605,0.5,0.5,0.5,0.5,0.0,0.863821,0.5,0.6332344516129031,19.630267999999997,0.38271604938271603
