Week,Anger_max,Anger_med,Anger_avg,Anger_total,Anger_ratio,Sad_max,Sad_median,Sad_avg,Sad_total,Sad_ratio,Fear_max,Fear_med,Fear_avg,Fear_total,Fear_ratio,Joy_max,Joy_med,Joy_avg,Joy_total,Joy_ratio,Analy_max,Analy_med,Analy_avg,Analy_total,Analy_ratio,Confi_max,Confi_med,Confi_avg,Confi_total,Confi_ratio,Tenta_max,Tenta_med,Tenta_avg,Tenta_total,Tenta_ratio
03.01-03.07,0.5,0.5,0.5,0.5,0.0,0.5050439999999999,0.5050439999999999,0.5050439999999999,0.5050439999999999,1.0,0.6343810000000001,0.6343810000000001,0.6343810000000001,0.6343810000000001,1.0,0.5,0.5,0.5,0.5,0.0,0.8267959999999999,0.8267959999999999,0.8267959999999999,0.8267959999999999,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0
03.08-03.14,0.5,0.5,0.5,0.5,0.0,0.572195,0.5510090000000001,0.5466785000000001,2.1867140000000003,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.7597010000000001,0.6559404999999999,0.648476,2.593904,1.0,0.5,0.5,0.5,0.5,0.0,0.641408,0.543614,0.6143179999999999,1.2286359999999998,0.5
03.15-03.21,0.5,0.5,0.5,0.5,0.0,0.654109,0.6027184999999999,0.6027184999999999,1.2054369999999999,1.0,0.5,0.5,0.5,0.5,0.0,0.521399,0.5106995,0.521399,0.521399,0.5,0.614322,0.6043164999999999,0.6043164999999999,1.2086329999999998,1.0,0.5,0.5,0.5,0.5,0.0,0.533347,0.5166735,0.533347,0.533347,0.5
03.22-03.28,0.5,0.5,0.5,0.5,0.0,0.612449,0.569083,0.5830327500000001,2.3321310000000004,0.8,0.5,0.5,0.5,0.5,0.0,0.615844,0.5,0.615844,0.615844,0.2,0.8197530000000001,0.777396,0.7621148000000001,3.8105740000000003,1.0,0.5,0.5,0.5,0.5,0.0,0.777945,0.5,0.70065,1.4013,0.4
03.29-04.04,0.556824,0.5,0.556824,0.556824,0.2,0.605213,0.584993,0.58630675,2.345227,0.8,0.5,0.5,0.5,0.5,0.0,0.6247729999999999,0.5,0.6135584999999999,1.2271169999999998,0.4,0.815674,0.5806020000000001,0.6800506666666667,2.040152,0.6,0.5,0.5,0.5,0.5,0.0,0.571187,0.5,0.571187,0.571187,0.2
04.05-04.11,0.5,0.5,0.5,0.5,0.0,0.668203,0.5584225,0.5787289999999999,2.893645,0.8333333333333334,0.5,0.5,0.5,0.5,0.0,0.5736020000000001,0.5,0.5736020000000001,0.5736020000000001,0.16666666666666666,0.776048,0.668407,0.6689728333333332,4.013837,1.0,0.5,0.5,0.5,0.5,0.0,0.746071,0.6215955,0.6728085,2.691234,0.6666666666666666
04.12-04.18,0.5,0.5,0.5,0.5,0.0,0.50039,0.5,0.50039,0.50039,0.3333333333333333,0.56881,0.5,0.56881,0.56881,0.3333333333333333,0.6067640000000001,0.548726,0.5777450000000001,1.1554900000000001,0.6666666666666666,0.8379979999999999,0.7880159999999999,0.8130069999999999,1.6260139999999998,0.6666666666666666,0.5,0.5,0.5,0.5,0.0,0.74474,0.5955590000000001,0.6701495,1.340299,0.6666666666666666
04.19-04.25,0.5,0.5,0.5,0.5,0.0,0.518026,0.5090129999999999,0.518026,0.518026,0.5,0.533257,0.5166284999999999,0.533257,0.533257,0.5,0.649171,0.5745855,0.649171,0.649171,0.5,0.588187,0.5778814999999999,0.5778814999999999,1.1557629999999999,1.0,0.5,0.5,0.5,0.5,0.0,0.527395,0.5136974999999999,0.527395,0.527395,0.5
04.26-05.02,0.5,0.5,0.5,0.5,0.0,0.622667,0.5,0.622667,0.622667,0.3333333333333333,0.563602,0.5,0.563602,0.563602,0.3333333333333333,0.545315,0.535641,0.5292836666666667,1.5878510000000001,1.0,0.851416,0.712312,0.6945556666666667,2.083667,1.0,0.5,0.5,0.5,0.5,0.0,0.702674,0.5,0.702674,0.702674,0.3333333333333333
05.03-05.09,0.5,0.5,0.5,0.5,0.0,0.558071,0.5290355,0.558071,0.558071,0.5,0.5,0.5,0.5,0.5,0.0,0.5947020000000001,0.5502130000000001,0.5502130000000001,1.1004260000000001,1.0,0.8608319999999999,0.6804159999999999,0.8608319999999999,0.8608319999999999,0.5,0.5,0.5,0.5,0.5,0.0,0.75167,0.7033035,0.7033035,1.406607,1.0
05.10-05.16,0.5,0.5,0.5,0.5,0.0,0.597511,0.5610325,0.569391,2.846955,0.8333333333333334,0.5,0.5,0.5,0.5,0.0,0.576825,0.5235285000000001,0.5581483333333334,1.674445,0.5,0.7669699999999999,0.6559284999999999,0.659515,3.95709,1.0,0.5,0.5,0.5,0.5,0.0,0.80329,0.6571515,0.6926592,3.463296,0.8333333333333334
05.17-05.23,0.5,0.5,0.5,0.5,0.0,0.633274,0.614729,0.6240015,1.248003,0.6666666666666666,0.528911,0.5,0.528911,0.528911,0.3333333333333333,0.572978,0.525933,0.5494555,1.098911,0.6666666666666666,0.749795,0.690077,0.6860553333333334,2.058166,1.0,0.5,0.5,0.5,0.5,0.0,0.678511,0.5,0.678511,0.678511,0.3333333333333333
05.24-05.30,0.5,0.5,0.5,0.5,0.0,0.553183,0.530977,0.530431,3.182586,0.8571428571428571,0.5,0.5,0.5,0.5,0.0,0.621237,0.552005,0.5780441999999999,2.8902209999999995,0.7142857142857143,0.8387889999999999,0.638622,0.6663042857142857,4.66413,1.0,0.5,0.5,0.5,0.5,0.0,0.694579,0.5,0.694579,0.694579,0.14285714285714285
05.31-06.06,0.5,0.5,0.5,0.5,0.0,0.556879,0.5522560000000001,0.5509590000000001,1.6528770000000002,1.0,0.5,0.5,0.5,0.5,0.0,0.503499,0.5,0.503499,0.503499,0.3333333333333333,0.8226389999999999,0.817684,0.8098896666666667,2.429669,1.0,0.5,0.5,0.5,0.5,0.0,0.8524639999999999,0.5,0.8524639999999999,0.8524639999999999,0.3333333333333333
06.07-06.13,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0
06.14-06.20,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0
06.21-06.27,0.5,0.5,0.5,0.5,0.0,0.619418,0.6107275000000001,0.6107275000000001,1.2214550000000002,1.0,0.5,0.5,0.5,0.5,0.0,0.515201,0.5076005,0.515201,0.515201,0.5,0.7816930000000001,0.781645,0.781645,1.56329,1.0,0.5,0.5,0.5,0.5,0.0,0.826363,0.7707984999999999,0.7707984999999999,1.5415969999999999,1.0
06.28-07.04,0.5,0.5,0.5,0.5,0.0,0.5535640000000001,0.5535640000000001,0.5535640000000001,0.5535640000000001,1.0,0.545149,0.545149,0.545149,0.545149,1.0,0.541427,0.541427,0.541427,0.541427,1.0,0.722874,0.722874,0.722874,0.722874,1.0,0.5,0.5,0.5,0.5,0.0,0.609042,0.609042,0.609042,0.609042,1.0
07.05-07.11,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0
07.12-07.18,0.5,0.5,0.5,0.5,0.0,0.677032,0.505659,0.573286,1.7198579999999999,0.6,0.537424,0.527057,0.5306226666666666,1.5918679999999998,0.6,0.585665,0.55048,0.55858325,2.234333,0.8,0.8789520000000001,0.760734,0.7560625000000001,3.0242500000000003,0.8,0.5,0.5,0.5,0.5,0.0,0.7090029999999999,0.5,0.6327045,1.265409,0.4
07.19-07.25,0.5,0.5,0.5,0.5,0.0,0.573705,0.537719,0.5404308,2.702154,1.0,0.5363180000000001,0.5,0.5363180000000001,0.5363180000000001,0.2,0.586106,0.527802,0.5505353333333333,1.651606,0.6,0.734897,0.657619,0.6583076,3.291538,1.0,0.5,0.5,0.5,0.5,0.0,0.677616,0.581699,0.620421,1.861263,0.6
07.26-08.01,0.5,0.5,0.5,0.5,0.0,0.520333,0.5,0.520333,0.520333,0.3333333333333333,0.5,0.5,0.5,0.5,0.0,0.6118779999999999,0.54673,0.579304,1.158608,0.6666666666666666,0.790199,0.636582,0.6760543333333334,2.028163,1.0,0.5,0.5,0.5,0.5,0.0,0.560322,0.5,0.560322,0.560322,0.3333333333333333
08.02-08.08,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0
08.09-08.15,0.5,0.5,0.5,0.5,0.0,0.5352140000000001,0.5,0.5352140000000001,0.5352140000000001,0.3333333333333333,0.550266,0.5,0.550266,0.550266,0.3333333333333333,0.5547770000000001,0.507392,0.5310845,1.062169,0.6666666666666666,0.879971,0.755545,0.778291,2.334873,1.0,0.5,0.5,0.5,0.5,0.0,0.651519,0.61558,0.6335495,1.267099,0.6666666666666666
