Week,Anger_max,Anger_med,Anger_avg,Anger_total,Anger_ratio,Sad_max,Sad_median,Sad_avg,Sad_total,Sad_ratio,Fear_max,Fear_med,Fear_avg,Fear_total,Fear_ratio,Joy_max,Joy_med,Joy_avg,Joy_total,Joy_ratio,Analy_max,Analy_med,Analy_avg,Analy_total,Analy_ratio,Confi_max,Confi_med,Confi_avg,Confi_total,Confi_ratio,Tenta_max,Tenta_med,Tenta_avg,Tenta_total,Tenta_ratio
03.01-03.07,0.652208,0.5,0.5938509999999999,1.1877019999999998,0.07692307692307693,0.6203029999999999,0.5270835,0.5500002631578946,10.450004999999997,0.7307692307692307,0.620827,0.5,0.559241125,4.473929,0.3076923076923077,0.658576,0.5571015,0.5759428,11.518856,0.7692307692307693,0.8339209999999999,0.5786955,0.6741021875,10.785635,0.6153846153846154,0.5,0.5,0.5,0.5,0.0,0.783347,0.5,0.6410982000000001,6.410982000000001,0.38461538461538464
03.08-03.14,0.544315,0.5,0.544315,0.544315,0.017241379310344827,0.609943,0.521914,0.5450732790697674,23.438150999999998,0.7413793103448276,0.6460319999999999,0.5,0.5691660909090909,6.260826999999999,0.1896551724137931,0.6753520000000001,0.547348,0.5661758085106383,26.610263,0.8103448275862069,0.881336,0.5901185,0.6473478372093022,27.835956999999997,0.7413793103448276,0.5,0.5,0.5,0.5,0.0,0.8459840000000001,0.5,0.650744142857143,13.665627000000002,0.3620689655172414
03.15-03.21,0.633103,0.5,0.616108,2.464432,0.06666666666666667,0.662378,0.5313825,0.5564144285714285,23.369405999999998,0.7,0.640713,0.5,0.5786221428571429,4.050355,0.11666666666666667,0.654824,0.565127,0.574503367346939,28.150665000000007,0.8166666666666667,0.8411790000000001,0.6161215,0.6454030408163266,31.624749000000005,0.8166666666666667,0.5,0.5,0.5,0.5,0.0,0.8469979999999999,0.5,0.6726807692307692,17.4897,0.43333333333333335
03.22-03.28,0.564684,0.5,0.564684,0.564684,0.0196078431372549,0.6320399999999999,0.551457,0.5659338461538459,22.07141999999999,0.7647058823529411,0.6058520000000001,0.5,0.5606528571428571,3.9245699999999997,0.13725490196078433,0.6418729999999999,0.556959,0.5681325238095238,23.861566000000003,0.8235294117647058,0.8451780000000001,0.5453180000000001,0.6760674666666667,20.282024000000003,0.5882352941176471,0.5,0.5,0.5,0.5,0.0,0.914099,0.5,0.687774611111111,12.379942999999999,0.35294117647058826
03.29-04.04,0.51664,0.5,0.51664,0.51664,0.02040816326530612,0.617384,0.528016,0.5527772285714286,19.347203000000004,0.7142857142857143,0.6105470000000001,0.5,0.5626193333333332,3.3757159999999997,0.12244897959183673,0.649397,0.565282,0.5778653809523812,24.27034600000001,0.8571428571428571,0.837374,0.543013,0.6561691333333333,19.685073999999997,0.6122448979591837,0.5,0.5,0.5,0.5,0.0,0.831498,0.5,0.6391621363636366,14.061567000000005,0.4489795918367347
04.05-04.11,0.5,0.5,0.5,0.5,0.0,0.598885,0.537069,0.5488101153846152,14.269062999999996,0.8125,0.567916,0.5,0.5510069999999999,1.6530209999999999,0.09375,0.660047,0.5829085,0.5816452222222223,15.704421,0.84375,0.7562409999999999,0.5537365000000001,0.643787105263158,12.231955000000001,0.59375,0.5,0.5,0.5,0.5,0.0,0.800822,0.5,0.6594226000000002,6.594226000000002,0.3125
04.12-04.18,0.5,0.5,0.5,0.5,0.0,0.625033,0.549099,0.5586064545454545,12.289342,0.7096774193548387,0.674041,0.5,0.607801,1.215602,0.06451612903225806,0.667334,0.547216,0.5809067692307692,15.103576,0.8387096774193549,0.867777,0.5270229999999999,0.6536275000000001,11.765295000000002,0.5806451612903226,0.5,0.5,0.5,0.5,0.0,0.854605,0.5016689999999999,0.655490375,10.487846,0.5161290322580645
04.19-04.25,0.5713520000000001,0.5,0.5713520000000001,0.5713520000000001,0.029411764705882353,0.6154189999999999,0.5447615,0.5554051851851851,14.99594,0.7941176470588235,0.6239819999999999,0.5,0.5759664999999999,2.3038659999999997,0.11764705882352941,0.636363,0.5614805,0.5717094666666668,17.151284000000004,0.8823529411764706,0.8533620000000001,0.620437,0.6718715185185185,18.140531,0.7941176470588235,0.5,0.5,0.5,0.5,0.0,0.8045,0.5134685,0.6730945882352941,11.442608,0.5
04.26-05.02,0.5,0.5,0.5,0.5,0.0,0.590607,0.5400229999999999,0.5457722222222222,14.735850000000001,0.8181818181818182,0.645271,0.5,0.645271,0.645271,0.030303030303030304,0.676603,0.541006,0.5703549130434782,13.118163,0.696969696969697,0.7453069999999999,0.608532,0.6267218214285716,17.548211000000006,0.8484848484848485,0.5,0.5,0.5,0.5,0.0,0.801606,0.5,0.6864013333333333,10.29602,0.45454545454545453
05.03-05.09,0.5,0.5,0.5,0.5,0.0,0.660866,0.521119,0.5567699047619049,11.692168000000002,0.6363636363636364,0.590869,0.5,0.5619409999999999,1.6858229999999998,0.09090909090909091,0.655131,0.577998,0.5909264000000001,14.77316,0.7575757575757576,0.903942,0.5735210000000001,0.668401695652174,15.373239000000002,0.696969696969697,0.5,0.5,0.5,0.5,0.0,0.774746,0.5,0.6646712727272728,7.311384,0.3333333333333333
05.10-05.16,0.5,0.5,0.5,0.5,0.0,0.672463,0.5493359999999999,0.5725477058823528,9.733310999999999,0.7083333333333334,0.67275,0.5,0.5770141999999999,2.8850709999999995,0.20833333333333334,0.618256,0.544071,0.5621581578947368,10.681004999999999,0.7916666666666666,0.7857029999999999,0.598457,0.6539675555555555,11.771415999999999,0.75,0.5,0.5,0.5,0.5,0.0,0.7970119999999999,0.5,0.6077526249999999,4.8620209999999995,0.3333333333333333
05.17-05.23,0.6247090000000001,0.5,0.5726615,1.145323,0.07692307692307693,0.642876,0.5344145,0.5565734210526315,10.574895,0.7307692307692307,0.643311,0.5,0.5799096666666667,1.7397289999999999,0.11538461538461539,0.673189,0.5475105,0.5748691111111112,10.347644,0.6923076923076923,0.787895,0.6111395,0.6529581904761904,13.712121999999999,0.8076923076923077,0.5,0.5,0.5,0.5,0.0,0.864024,0.5,0.613071,6.743781,0.4230769230769231
05.24-05.30,0.5416479999999999,0.5,0.5318939999999999,1.0637879999999997,0.0625,0.612402,0.524079,0.5502807826086956,12.656457999999999,0.71875,0.572367,0.5,0.536719,1.073438,0.0625,0.691088,0.5729475,0.5864247857142857,16.419894,0.875,0.8350069999999999,0.5738375,0.6506010454545454,14.313222999999999,0.6875,0.5,0.5,0.5,0.5,0.0,0.8348709999999999,0.5,0.6552627777777776,5.897364999999999,0.28125
05.31-06.06,0.5,0.5,0.5,0.5,0.0,0.6477609999999999,0.5255135,0.5540180666666666,8.310271,0.6818181818181818,0.5,0.5,0.5,0.5,0.0,0.663583,0.5773839999999999,0.58260375,11.652075,0.9090909090909091,0.785284,0.5,0.6525266999999999,6.5252669999999995,0.45454545454545453,0.5,0.5,0.5,0.5,0.0,0.768512,0.5,0.6383828749999999,5.107062999999999,0.36363636363636365
06.07-06.13,0.5,0.5,0.5,0.5,0.0,0.596651,0.525838,0.5440672352941176,9.249143,0.6296296296296297,0.611899,0.5,0.611899,0.611899,0.037037037037037035,0.649552,0.56342,0.5773556086956522,13.279179000000001,0.8518518518518519,0.715659,0.5622550000000001,0.6067068571428571,12.740844,0.7777777777777778,0.5,0.5,0.5,0.5,0.0,0.779885,0.54498,0.6443450625,10.309521,0.5925925925925926
